Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107035899,11,"Friday Creek - Cassels Twp., including the waters in an arc extending 200 m (656 ft.) out into Obashkong Lake.","Ruisseau Friday - canton de Cassels, incluant les eaux qui s’étendent selon un arc de 200 m (656 pi) se prolongeant dans le lac Obashkong.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035901,11,Kaibuskong Bay - in front of Bonfield Twp.,Baie Kaibuskong - devant le canton de Bonfield,Fish sanctuary - no fishing from Mar. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035901,11,Kaibuskong River - from Sheedy Lake to Kaibuskong Bay.,Rivière Kaibuskong - du lac Sheedy jusqu’à la baie Kaibuskong.,Fish sanctuary - no fishing from Mar. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035900,11,"Kanichee Creek - Strathy Twp., from Kanichee Lake to 200 m (656 ft.) in an arc extending out into Net Lake.","Ruisseau Kanichee - canton de Strathy, depuis le lac Kanichee sur 200 m (656 pi) selon un arc se prolongeant dans le lac Net.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035902,11,Lake Nipissing - Iron Island vicinity - 100 m (328 ft.) around shore.,Lac Nipissing - les environs de l’île Iron - 100 m (328 pi) autour de la rive.,Fish sanctuary - no fishing from Mar. 16 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 16 mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035903,11,"Lake Nipissing (Wasi Falls) - Waters of Lake Nipissing lying east of the east boundary of Lot 9 Conc.XXIV and south of a line joining this projection where it meets Lake Nipissing to the northwest tip of Burford Point, and mouth of the Wistiswasing River ","Lac Nipissing (chutes Wasi) - les eaux du lac Nipissing qui sont à l’est de la limite est du lot 9, conc. XXIV, et au sud d’une ligne qui la relie là où elle rencontre le lac Nipissing à l’extrémité nord-ouest de la pointe Burford, et l’embouchure de la r",Fish sanctuary - no fishing from Mar. 16 - May 31 & Oct. 1 - Nov. 30,Réserve de poissons - aucune pêche entre le 16 mars et le 31 mai.,01/01/2022,12/31/2022
107035904,11,"Lake Temagami - Gull Creek - Scholes and Phyllis Twps., from dam at outlet of Gull Lake to 200 m (656 ft.) in an arc extending into Lake Temagami.","Lac Temagami - ruisseau Gull - cantons de Scholes et Phyllis, depuis le barrage à la décharge du lac Gull jusqu’à 200 m (656 pi) selon un arc se prolongeant dans le lac Temagami.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035905,11,Lake Temagami - Kokoko Bay - Joan Twp.,Lac Temagami - baie Kokoko - canton de Joan,Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035906,11,"Lake Temagami - Spawning Creek - Briggs and Joan Twps., from Spawning Lake including all waters of Spawning Bay and Loon Bay.","Lac Temagami - ruisseau Spawning - cantons de Briggs et Joan, depuis le lac Spawning incluant toutes les eaux des baies Spawning et Loon.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035907,11,Liberty Lake - Aston Twp.,Lac Liberty - canton d’Aston,No fishing - closed all year,Pêche interdite - Fermée toute l’année,01/01/2022,12/31/2022
158117442,11,Little Aurora Lake - Gamble Township,lac Little Aurora - canton de Gamble,No fishing - closed all year,Pêche interdite - Fermée toute l’année,01/01/2022,12/31/2022
158117440,11,Little Whitepine Lake - Gamble Township,lac Little Whitepine - canton de Gamble,No fishing - closed all year,Pêche interdite - Fermée toute l’année,01/01/2022,12/31/2022
107035908,11,"Mattawa River - Papineau and Mattawan Twps., from the face of Hurdman Dam to 200 m (656 ft.) downstream.","Rivière Mattawa - cantons de Papineau et Mattawan, depuis le devant du barrage Hurdman jusqu’à 200 m (656 pi) en aval.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035909,11,McConnell Lake - McAuslan Twp.,Lac McConnell - canton de McAuslan,Fish Sanctuary - no fishing from January 1 to Friday before third Saturday in May and day after Labour Day to December 31,Réserve de poissons - Pêche interdite du 1er janvier au vendredi précédant le 3e samedi de mai et du jour suivant la fête du Travail jusqu’au 31 décembre,01/01/2022,12/31/2022
107035910,11,"Memesagamesing Lake and Rainy Creek - Hardy Twp., waters that fall within Lots 22, 23, 24, 25, Conc. VII.- Hardy Twp.","Lac Memesagamesing et ruisseau à la Pluie - canton de Hardy, les eaux qui sont à l’intérieur des lots 22, 23, 24, 25, conc. VII, canton de Hardy.",Fish sanctuary - no fishing from Apr. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035911,11,"Montreal River - Town of Latchford and Gillies Limit Twp., Ontario Hydro dam to 30 m (98.4 ft.) south of the Ontario Northland Transportation Commission bridge.","Rivière Montréal - ville de Latchford et canton de Gillies Limit, barrage d’Ontario Hydro jusqu’à 30 m (98,4 pi) au sud du pont de la Commission de transport Ontario Northland.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035912,11,Montreal River (Fountain Falls) - Gillies Limit Twp. 150 m (492 ft.) upstream and downstream from the concrete abutments.,"Rivière Montréal (chutes Fountain) - canton de Gillies Limit, 150 m (492 pi) en amont et en aval des culées de béton.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035913,11,"Net Creek - Cassels Twp., from dam on Net Lake to 200 m (656 ft.) in an arc extending out into Cassels Lake.","Ruisseau Net - canton de Cassels, depuis le barrage du lac Net sur 200 m (656 pi) selon un arc se prolongeant dans le lac Cassels.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035914,11,Net Lake - 100 m (328 ft.) easterly and westerly of the O.N.R. bridge in Temagami Twp.,"Lac Net - 100 m (328 pi) vers l’est et vers l’ouest du pont de l’ONR, dans le canton de Temagami.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035915,11,"Restoule Lake and River - Patterson Twp., that part in Lots 24 and 25, Concs. III and IV.","Lac et rivière Restoule - canton de Patterson, la partie sur les lots 24 et 25, concs. III et IV.",Fish sanctuary - no fishing from Mar. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er mars et le 15 juin.,01/01/2022,12/31/2022
107035916,11,Shanty Lake - McAuslan Twp.,Lac Shanty - canton de McAuslan,Fish sanctuary - no fishing from Jan. 1 - Apr. 30 & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 30 avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035917,11,Sharpes Creek from Hwy. 17 to Kaibuskong Bay.,Ruisseau Sharpes depuis la route 17 jusqu’à la baie Kaibuskong.,Fish sanctuary - no fishing from Mar. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035918,11,South River - the waters of the South River lying between the bridge that forms part of Hwy. 654 and the northerly boundary of Conc. XIV in Nipissing Twp.,"Rivière South -  les eaux de la rivière South entre le pont faisant partie de la route 654 et la limite nord de la conc. XIV, dans le canton de Nipissing.",Fish sanctuary - no fishing from  Mar. 16 - Fri. before 3rd Sat. in May & Oct. 1 - Nov. 30,"Réserve de poissons - aucune pêche entre le 16 mars et le vendredi avant le 3e samedi de mai, ni du 1er oct. au 30 nov",01/01/2022,12/31/2022
107035901,11,"Talon Lake in front of Olrig and Calvin Twps., including Kaibuskong Bay.","Lac Talon devant les cantons d’Olrig et Calvin, y compris la baie Kaibuskong.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035919,11,"Thieving Bear Creek - Best Twp., from Thieving Bear Lake to 200 m (656 ft.) in an arc extending out into Net Lake.","Ruisseau Thieving Bear - canton de Best, depuis le lac Thieving Bear sur 200 m (656 pi) selon un arc se prolongeant dans le lac Net.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035920,11,"Tomiko River - from the bridge in Lot 8, Conc. IV, Grant Twp. to Tomiko Lake.","Rivière Tomiko - depuis le pont sur le lot 8, conc. IV, canton de Grant, jusqu’au lac Tomiko.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035921,11,"Trout Lake - East Ferris Twp., lying between the waters edge and a line drawn 30 m (98.4 ft.) in perpendicular distance from Poplar Island along the west side of the island from the northwest tip of the island to the southwest tip of the island.","Lac Trout - canton de East Ferris, entre la limite des eaux et une ligne tracée 30 m (98,4 pi) selon une distance perpendiculaire depuis l’île Poplar le long du côté ouest de l’île, depuis l’extrémité nord-ouest de l’île jusqu’à son extrémité sud-ouest.",Fish sanctuary - no fishing from May 15 - July 31,Réserve de poissons - aucune pêche entre le 15 mai et le 31 juillet.,01/01/2022,12/31/2022
107035922,11,"Trout Lake - Widdifield Twp., lying within a line drawn from the most westerly tip of Kirkwood Island, commonly known as Camp Island extending 50 m (164 ft.) into the water and paralleling the shore for a distance of 500 m (1640 ft.) then back to the sout","Lac Trout - canton de Widdifield, à l’intérieur d’une ligne tracée depuis l’extrémité la plus à l’ouest de l’île Kirkwood, communément appelée l’île Camp, se prolongeant sur 50 m (164 pi) dans l’eau et suivant le rivage de façon parallèle sur une distance",Fish sanctuary - no fishing from May 15 - July 31,Réserve de poissons - aucune pêche entre le 15 mai et le 31 juillet.,01/01/2022,12/31/2022
107035923,11,Whirligig Lake - Gamble Twp.,Lac Whirligig - canton de Gamble,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035924,11,Whitepine Lake - Gamble Twp.,Lac Whitepine - canton de Gamble,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035925,11,"Wicksteed Lake - Kenny, Gladman, Flett, Gooderham and Milne Twps.","Lac Wicksteed - cantons de Kenny, Gladman, Flett, Gooderham et Milne",Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035926,12,"Lac des Chats (Ottawa River), Madawaska River and Mississippi River - including waters of the Madawaska River downstream from the Arnprior Generating Station, Ottawa River from Dochart Creek to the lighthouse (45°27’03”N., 76°21’02”W.) and then east follo","Lac des Chats (rivière des Outaouais), rivières Madawaska et Mississippi - incluant les eaux de la rivière Madawaska en aval depuis la centrale d'Arnprior, la rivière des Outaouais depuis le ruisseau Dochart jusqu'au phare (45° 27’ 03” N. et 76° 21’ 02” O",Fish sanctuary - no fishing from Mar. 1 - Thurs. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le jeudi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035928,12,Lac la Cave (Ottawa River) - from the Lake Timiskaming dam downstream to a line drawn due east from the southernmost point of land at the mouth of Fournier Creek in Poitras Twp.,Lac la Cave (rivière des Outaouais) - depuis le barrage du lac Timiskaming en aval jusqu'à une ligne tracée plein est depuis la pointe de terre la plus au sud à l'embouchure du ruisseau Fournier dans le canton de Poitras.,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035927,12,"Lake Timiskaming (Ottawa River), Sutton Bay - Harris Twp.","Lac Timiskaming (rivière des Outaouais), baie Sutton -  canton de Harris.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035929,12,Ottawa River - between the Québec Carillon Power House and Pointe Fortune.,Rivière des Outaouais - entre la centrale Carillon (Québec) et Pointe Fortune.,Fish sanctuary - no fishing from Apr. 1 - Thurs. before the 2nd Fri. in May,Réserve de poissons - aucune pêche entre le 1er avril et le jeudi avant le 2e vendredi de mai.,01/01/2022,12/31/2022
107035930,14,"Blackstone River and Harbour - Archipelago Twp., Lot 37, Conc. V.","Rivière et havre Blackstone - canton d'Archipelago, lot 37, conc. V.",Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035931,14,"Georgian Bay - waters locally known as the Dawson Rock-Grand Bank Area in the Territorial District of Manitoulin bounded by lines starting at 45°35’N., 81°10’W., then northward to 45°45’N., 81°10’W., then westward to 45°45’N., 81°25’W., then southward to ","Les eaux de la baie Georgienne connues localement sous le nom de Dawson Rock-Grand Bank dans le district géographique de Manitoulin, et délimitées par des lignes tracées de la façon suivante : commençant à 45° 35' N. et 81° 10' O., puis vers le nord jusqu",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035932,14,Iroquois Bay of the North Channel of Lake Huron.,Baie Iroquois du chenal North du lac Huron.,Fish sanctuary - no fishing from Jan. 1 - Apr. 30,Réserve de poissons - aucune pêche entre le 1er janv. et le 30 avril.,01/01/2022,12/31/2022
107035933,14,"Moon River - Freeman Twp., Lots 33, 34, 35, 36 in Concs. VIII, IX and X.","Rivière Moon - canton de Freeman, lots 33, 34, 35, 36 dans les conc. VIII, IX et X.",Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035935,14,"North River from Laughlin Falls downstream to Coldwater River, Matchedash. Twp.","Rivière North, depuis les chutes Laughlin en aval jusqu'à la rivière Coldwater, canton de Matchedash.",Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035936,14,Seguin River - Town of Parry Sound.,Rivière Seguin - ville de Parry Sound.,Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035939,14,Shawanaga River - west of C.P.R. right-of-way - Shawanaga Twp.,Rivière Shawanaga - à l'ouest de l'emprise de la voie ferrée du CFCP - canton de Shawanaga.,Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035941,14,"Sucker Creek - Harrison Twp., from Hwy. 69 downstream to a point 250 m (820 ft.) west of the C.P.R.","Ruisseau Sucker - canton de Harrison, entre la route 69 en aval jusqu'à un point 250 m (820 pi) à l'ouest du CFCP",Fish sanctuary - no fishing from Apr. 1 - Fri. before the 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er avril et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
