Zone Number,Species,Species French,Aggregate Trout and Salmon Limit,Season,Season French,Limit,Limit Description French,Limit Type,Limit French,Effective Date,Expiry Date
14,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept, et 1er au 31 déc.",C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept, et 1er au 31 déc.",S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,S - 3,S - 3,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,"S - 1, must be greater than 137 cm (54 in.)","S - 1, doit dépasser 137 cm (54 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.",C - 1 in one day,C - 1 par jour,Resident and Non-Resident Conservation License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.","Possession limit C - 2, not more than 1 greater than 86 cm (34 in.)",Limite de possession de 2; un seul dépassant 86 cm (34 po),Resident and Non-Resident Conservation License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.","Possession limit S - 4, not more than 1 greater than 86 cm (34 in.)",Limite de possession de 4; un seul dépassant 86 cm (34 po),Resident and Non-Resident Sportfishing License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.",S - 2 in one day,S - 2 par jour,Resident and Non-Resident Sportfishing License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.",C - 1 in one day,C - 1 par jour,Resident and Non-Resident Conservation License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.","Possession limit C - 2, none between 41-56 cm (16.1 - 22 in.), not more than 1 greater than 56 cm (22 in.)","Limite de possession de 2; aucun entre 41-56 cm (16,1-22 po), un seul dépassant 56 cm (22 po)",Resident and Non-Resident Conservation License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.","Possession limit S - 4, none between 41 - 56 cm (16.1 - 22 in.), not more than 1 greater than 56 cm (22 in.)","Limite de possession de 4; aucun entre 41-56 cm (16,1-22 po), un seul dépassant 56 cm (22 po)",Resident and Non-Resident Sportfishing License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & May 1 - Dec. 31,"1er janv. au 1er mars, et 1er mai au 31 déc.",S - 2 in one day,S - 2 par jour,Resident and Non-Resident Sportfishing License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 12 in one day,C -12 par jour,Resident and Non-Resident Conservation License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,Possession limit C - 25,Limite de possession de 25,Resident and Non-Resident Conservation License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,Possession limit S - 50,Limite de possession de 50,Resident and Non-Resident Sportfishing License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 25 in one day,S - 25 par jour,Resident and Non-Resident Sportfishing License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Brook Trout,Omble de fontaine,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Brook Trout,Omble de fontaine,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
15,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
15,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
